City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
128,Zonguldak,41.25,31.8333,32.0,98,100,6.64,TR,2022-01-31 02:42:17
129,Ushuaia,-54.8,-68.3,44.26,70,75,26.46,AR,2022-01-31 02:40:14
130,Pauini,-7.7136,-66.9764,72.3,98,85,2.57,BR,2022-01-31 02:42:18
131,Rolla,37.9514,-91.7713,32.88,62,0,0.0,US,2022-01-31 02:42:18
132,Chuy,-33.6971,-53.4616,69.62,83,0,11.48,UY,2022-01-31 02:42:19
133,Villacarrillo,38.1156,-3.0848,37.99,32,81,2.84,ES,2022-01-31 02:43:19
134,Ostrovnoy,68.0531,39.5131,6.42,96,86,8.93,RU,2022-01-31 02:43:19
135,Qasigiannguit,68.8193,-51.1922,-8.64,71,34,11.39,GL,2022-01-31 02:43:20
136,Rawson,-43.3002,-65.1023,59.18,31,24,3.22,AR,2022-01-31 02:40:49
137,Biak,-0.9131,122.8766,85.82,60,99,7.18,ID,2022-01-31 02:43:20
138,Goundam,16.4145,-3.6708,69.49,16,13,9.28,ML,2022-01-31 02:43:21
139,Miri,4.4148,114.0089,80.74,83,20,5.75,MY,2022-01-31 02:43:21
140,Eureka,40.8021,-124.1637,50.94,84,100,1.01,US,2022-01-31 02:43:22
141,Roma,43.2128,-75.4557,11.41,75,40,0.0,US,2022-01-31 02:43:22
142,Cherdyn,60.403,56.4787,-6.23,100,99,1.97,RU,2022-01-31 02:43:23
143,Barrow,71.2906,-156.7887,-5.78,77,100,10.36,US,2022-01-31 02:40:01
144,Carnarvon,-24.8667,113.6333,84.27,65,37,19.57,AU,2022-01-31 02:43:23
145,Richards Bay,-28.783,32.0377,70.07,90,99,6.08,ZA,2022-01-31 02:38:29
146,Port Macquarie,-31.4333,152.9167,82.89,69,30,9.17,AU,2022-01-31 02:40:05
147,Pacific Grove,36.6177,-121.9166,55.81,85,75,4.0,US,2022-01-31 02:38:27
148,Kashi,39.4547,75.9797,24.22,42,20,8.95,CN,2022-01-31 02:43:24
149,Lake Cowichan,48.825,-124.0546,42.85,93,100,9.46,CA,2022-01-31 02:41:32
150,Olafsvik,64.8945,-23.7142,27.19,55,100,23.47,IS,2022-01-31 02:43:25
151,Mariana,-20.3778,-43.4161,67.6,96,100,2.91,BR,2022-01-31 02:43:25
152,Kapuskasing,49.4169,-82.4331,-12.91,83,20,1.14,CA,2022-01-31 02:42:15
153,Pisco,-13.7,-76.2167,71.65,73,99,8.05,PE,2022-01-31 02:43:26
154,Magistralnyy,56.1725,107.4458,-0.04,94,96,1.9,RU,2022-01-31 02:43:26
155,Saldanha,-33.0117,17.9442,64.45,89,100,5.35,ZA,2022-01-31 02:40:00
156,San Vicente,-26.6167,-54.1333,66.22,80,23,1.9,AR,2022-01-31 02:43:27
157,Ponta Do Sol,32.6667,-17.1,65.12,38,0,10.36,PT,2022-01-31 02:43:27
158,Sisimiut,66.9395,-53.6735,1.96,72,86,11.92,GL,2022-01-31 02:43:27
159,Maniitsoq,65.4167,-52.9,8.02,65,100,18.32,GL,2022-01-31 02:43:28
160,Vilhena,-12.7406,-60.1458,68.07,99,100,4.9,BR,2022-01-31 02:43:28
161,Ordynskoye,54.3656,81.8994,8.8,97,85,6.69,RU,2022-01-31 02:43:29
162,Garden City,42.3256,-83.331,25.21,75,40,0.0,US,2022-01-31 02:43:29
163,Mount Isa,-20.7333,139.5,85.77,70,75,8.05,AU,2022-01-31 02:43:29
164,North Battleford,52.7834,-108.2847,21.4,86,75,4.61,CA,2022-01-31 02:38:41
165,Nantucket,41.2835,-70.0995,21.31,47,0,12.66,US,2022-01-31 02:43:30
166,Kaeo,-35.1,173.7833,71.33,81,100,14.03,NZ,2022-01-31 02:43:30
167,Atar,20.5169,-13.0499,76.51,13,100,7.58,MR,2022-01-31 02:43:31
168,Twentynine Palms,34.1356,-116.0542,64.26,13,0,3.0,US,2022-01-31 02:42:37
169,Guerrero Negro,27.9769,-114.0611,60.44,68,54,10.49,MX,2022-01-31 02:43:31
170,Grindavik,63.8424,-22.4338,28.35,86,100,20.71,IS,2022-01-31 02:43:32
171,Puerto Ayora,-0.7393,-90.3518,73.36,84,100,5.14,EC,2022-01-31 02:43:32
172,Bulaevo,54.9056,70.4439,10.6,95,100,9.37,KZ,2022-01-31 02:41:16
173,Kano,12.0001,8.5167,55.29,38,58,5.75,NG,2022-01-31 02:43:33
174,Boyuibe,-20.4167,-63.2833,73.76,44,68,2.48,BO,2022-01-31 02:43:33
175,Stokmarknes,68.5646,14.9108,24.49,89,97,7.74,NO,2022-01-31 02:43:33
176,Tashtyp,52.7939,89.8983,-4.45,96,48,0.49,RU,2022-01-31 02:43:34
177,Vila Franca Do Campo,37.7167,-25.4333,58.19,79,94,14.54,PT,2022-01-31 02:43:34
178,Ahipara,-35.1667,173.1667,75.31,59,100,14.54,NZ,2022-01-31 02:43:35
179,Zhangye,38.9342,100.4517,23.52,27,75,2.46,CN,2022-01-31 02:43:35
180,Dingle,10.9995,122.6711,84.65,69,15,9.19,PH,2022-01-31 02:44:35
181,Morro Bay,35.3658,-120.8499,58.33,75,13,5.01,US,2022-01-31 02:44:36
182,Nouadhibou,20.931,-17.0347,64.38,72,100,17.27,MR,2022-01-31 02:44:36
183,Oktyabrskoye,43.0645,44.7417,19.54,100,5,6.71,RU,2022-01-31 02:44:37
184,Labuhan,-6.8844,112.2051,83.23,75,90,8.32,ID,2022-01-31 02:44:37
185,Salalah,17.0151,54.0924,66.29,63,0,3.44,OM,2022-01-31 02:44:38
186,Macau,22.2006,113.5461,59.07,71,40,23.02,MO,2022-01-31 02:44:38
187,Ust-Kuyga,70.0167,135.6,-36.63,99,95,3.6,RU,2022-01-31 02:44:09
188,Phan Thiet,10.9333,108.1,84.25,58,76,16.11,VN,2022-01-31 02:39:54
189,Tautira,-17.7333,-149.15,84.22,75,96,12.8,PF,2022-01-31 02:44:39
190,Ilulissat,69.2167,-51.1,-6.52,66,37,14.38,GL,2022-01-31 02:44:40
191,Ancud,-41.8697,-73.8203,49.53,77,25,4.56,CL,2022-01-31 02:44:40
192,Itaituba,-4.2761,-55.9836,73.15,94,100,1.48,BR,2022-01-31 02:44:41
193,Souillac,-20.5167,57.5167,79.36,94,40,11.5,MU,2022-01-31 02:44:41
194,Nikolayevsk-Na-Amure,53.1406,140.73,9.48,92,100,9.82,RU,2022-01-31 02:44:42
195,Namatanai,-3.6667,152.4333,84.9,70,95,4.88,PG,2022-01-31 02:44:42
196,Provideniya,64.3833,-173.3,10.51,72,75,17.9,RU,2022-01-31 02:44:43
197,Vilcun,-38.65,-72.2333,50.74,91,3,1.97,CL,2022-01-31 02:44:44
198,Wajima,37.4,136.9,34.48,64,75,3.44,JP,2022-01-31 02:44:44
199,San Rafael,-34.6177,-68.3301,74.77,26,1,7.43,AR,2022-01-31 02:42:50
200,Marystown,47.1666,-55.1483,35.85,100,99,5.01,CA,2022-01-31 02:44:45
201,Chokurdakh,70.6333,147.9167,-28.64,98,29,1.41,RU,2022-01-31 02:44:45
202,Mahebourg,-20.4081,57.7,79.25,94,40,11.5,MU,2022-01-31 02:44:46
203,Bambanglipuro,-7.95,110.2833,84.33,70,99,6.51,ID,2022-01-31 02:44:46
204,Bongandanga,1.5,21.05,67.15,38,100,1.01,CD,2022-01-31 02:44:47
205,Senneterre,48.3835,-77.2328,-1.98,100,97,1.92,CA,2022-01-31 02:43:08
206,Constantine,36.365,6.6147,33.21,80,0,2.3,DZ,2022-01-31 02:44:47
207,Camacha,33.0833,-16.3333,61.56,82,20,18.41,PT,2022-01-31 02:44:48
208,Atasu,48.6814,71.6433,13.5,96,100,6.6,KZ,2022-01-31 02:44:48
209,Vilyuysk,63.7553,121.6247,-19.68,97,77,4.59,RU,2022-01-31 02:44:49
210,Lamar,33.6668,-95.5836,53.58,32,0,4.61,US,2022-01-31 02:44:49
211,Pemba,-12.974,40.5178,75.9,100,75,5.01,MZ,2022-01-31 02:44:50
212,Chipinge,-20.1883,32.6236,59.04,94,44,3.67,ZW,2022-01-31 02:44:51
213,Nome,64.5011,-165.4064,-5.73,71,0,0.0,US,2022-01-31 02:44:51
214,Port Lincoln,-34.7333,135.8667,74.01,66,19,6.87,AU,2022-01-31 02:44:52
215,Estevan,49.1334,-102.9842,21.54,86,75,6.55,CA,2022-01-31 02:44:52
216,Dunedin,-45.8742,170.5036,68.02,71,18,12.68,NZ,2022-01-31 02:44:53
217,Belmonte,-15.8631,-38.8828,79.3,85,14,9.15,BR,2022-01-31 02:44:54
218,Kalmunai,7.4167,81.8167,79.52,79,48,7.2,LK,2022-01-31 02:44:54
219,Sao Joao Da Barra,-21.6403,-41.0511,74.35,93,90,7.45,BR,2022-01-31 02:44:55
220,Curvelo,-18.7564,-44.4308,69.91,85,87,3.04,BR,2022-01-31 02:44:55
221,Borba,-4.3878,-59.5939,73.09,95,100,2.06,BR,2022-01-31 02:44:56
222,Geraldton,-28.7667,114.6,86.13,57,0,16.11,AU,2022-01-31 02:44:56
223,Bay Roberts,47.5999,-53.2648,36.03,83,79,5.01,CA,2022-01-31 02:44:57
224,Alor Setar,6.121,100.3601,78.78,83,20,1.14,MY,2022-01-31 02:40:21
225,Najran,17.4924,44.1277,54.25,35,1,2.57,SA,2022-01-31 02:44:58
